,Lon,Lat,Alt,Eco,FROM,Region,flux,MAT
386,108.33,33.38,NA,Forest,SRDB,China,2528.79,9.649993681
387,110.52,31.35,780,Forest,SRDB,China,615.71,11.64999364
388,110.52,31.3,1970,Forest,SRDB,China,657.72,10.55999366
389,112.59,37.8,785,Cropland,SRDB,China,1502.38,11.23999365
390,117.64,26.26,NA,Forest,SRDB,China,924.116666666667,18.40499349
391,108.94,34.26,NA,Grassland,SRDB,China,366.46,15.10999356
392,115.07,26.74,NA,Forest,SRDB,China,932.45,19.06999347
393,115.07,26.74,NA,Cropland,SRDB,China,1214.82,19.06999347
394,114.68,37.88,50,Cropland,SRDB,China,397.85,14.24999358
395,103.92,31.62,NA,Forest,SRDB,China,434.35,-1.780006064
396,111.5,23.33,NA,Forest,SRDB,China,1714.31,21.78999341
397,109.53,36.42,1353,Shrubland,SRDB,China,1006.64,8.34999371
398,101.83,30,3050,Forest,SRDB,China,895.63,-0.550006091
399,109.31,21.73,45,Forest,SRDB,China,1022.72,23.10999338
400,110.53,25.19,NA,Forest,SRDB,China,977.35,15.53999355
401,110.54,25.19,NA,Forest,SRDB,China,1305.15,15.53999355
402,112.33,22.62,NA,Forest,SRDB,China,642.72,21.62999341
403,120.75,33.32,4,Cropland,SRDB,China,285.5,NaN
404,101.27,23.77,2180,Forest,SRDB,China,905.73,17.39999351
405,117.72,26.5,NA,Forest,SRDB,China,1140.22,18.74999348
406,116.38,40.02,51,Forest,SRDB,China,394,12.65999361
407,117.97,36.95,18,Cropland,SRDB,China,1006.63,14.31999358
408,114.22,37.88,350,Forest,SRDB,China,444.655,13.78999359
409,102.97,30.88,2700,Forest,SRDB,China,715.24,0.929993876
410,112.33,29.8,NA,Wetland,SRDB,China,697.1,17.41999351
411,116.03,44.8,NA,Grassland,SRDB,China,251.67,3.919993809
412,113.29,23.1,NA,Grassland,SRDB,China,919.8,22.2999934
413,119.98,30.1,NA,Forest,SRDB,China,1392.64,17.5999935
414,100.98,21.82,1610,Cropland,SRDB,China,1213.2,23.33999337
415,100.85,21.83,1610,Cropland,SRDB,China,1527.6,21.28999342
416,100.83,21.83,1610,Forest,SRDB,China,1462.8,21.28999342
417,112.52,23.17,NA,Forest,SRDB,China,1075.41,22.82999339
418,113.88,29.7,160,Forest,SRDB,China,3560,16.98999352
419,110.98,34.51,NA,Cropland,SRDB,China,813.13,14.95999356
420,120.16,30.27,NA,Wetland,SRDB,China,1273.44,17.6099935
421,114.26,37.88,594,Grassland,SRDB,China,495.18,12.92999361
422,114.26,37.88,594,Cropland,SRDB,China,910.98,12.92999361
423,103.97,35.74,3548,Grassland,SRDB,China,850.333333333333,-1.920006061
424,105.48,31.27,500,Cropland,SRDB,China,462.8,17.03499352
425,109.98,26.92,700,Cropland,SRDB,China,711.45,18.28999349
426,114.7,37.88,50,Cropland,SRDB,China,445.3,14.24999358
427,111.93,31.97,1400,Forest,SRDB,China,539.9256026,16.34749353
428,102.64,37.96,1506,Cropland,SRDB,China,414.855,9.149993692
429,120.8,23.68,1120,Forest,SRDB,China,1141.25,18.07999349
430,100.63,22.2,700,Forest,SRDB,China,542.43,20.55999344
431,108.9,18.6,870,Forest,SRDB,China,1433.5,24.07999336
432,115.05,26.74,102,Forest,SRDB,China,773.1,19.73999346
433,126.62,47.43,NA,Cropland,SRDB,China,296.5,2.827493833
434,104.41,36.03,2400,Cropland,SRDB,China,563.925,5.289993778
435,116.83,40.5,NA,Wetland,SRDB,China,892.332,10.31999367
436,102.75,25.05,2004,Forest,SRDB,China,529.25,16.35999353
437,125.45,51.4,463,Forest,SRDB,China,920,-2.270006053
438,103.25,29.53,1600,Forest,SRDB,China,553.5,13.97999358
439,112.9,22.68,NA,Shrubland,SRDB,China,727,22.2999934
440,116.88,34.3,265,Cropland,SRDB,China,371.1,15.77999354
441,101.27,21.91,596,Forest,SRDB,China,636.5,22.96999338
442,101.24,21.94,585,Forest,SRDB,China,509,22.96999338
443,118.2,29.2,375,Forest,SRDB,China,558.18,15.60999355
444,115,37.33,NA,Cropland,SRDB,China,1825,14.62999357
445,89.74,28.47,3260,Forest,SRDB,China,1280,-2.330006051
446,89.86,28.47,2640,Forest,SRDB,China,1450,1.389993865
447,111.45,28.91,NA,Cropland,SRDB,China,592.125,17.7337435
448,116.57,36.83,NA,Cropland,SRDB,China,607.45,15.43999355
449,107.68,35.2,1220,Cropland,SRDB,China,330,9.479993685
450,116.44,40.18,NA,Cropland,SRDB,China,1610.28,13.1599936
451,107.67,35.21,1220,Cropland,SRDB,China,432.81,11.16249365
452,112.2,23.2,600,Forest,SRDB,China,709.13,22.58999339
453,121.9,31.22,33,Wetland,SRDB,China,3666.6,NaN
454,121.95,31.15,4,Wetland,SRDB,China,1107.54,NaN
455,121.9,31.2,4,Wetland,SRDB,China,5692.68,NaN
456,121.95,31.2,4,Wetland,SRDB,China,5084.1,NaN
457,121.96,31.2,4,Wetland,SRDB,China,5840.1,NaN
458,107.22,37.7,1530,Desert,SRDB,China,234.25,8.989993696
459,112.5,23.15,NA,Forest,SRDB,China,1057.28333333333,20.87499343
460,117.6,26.2,NA,Forest,SRDB,China,1055,19.30999346
461,117.45,27.7,960,Forest,SRDB,China,957.066666666667,15.62999355
462,106.8,26.85,NA,Forest,SRDB,China,567,12.71999361
463,111.94,33.55,NA,Forest,N-SRDB,China,564.6775,10.79999366
464,111.13,31.9,NA,Forest,N-SRDB,China,531.15,11.56999364
465,105.18,31.25,NA,Forest,N-SRDB,China,688.593333333333,17.6999935
466,118.16,26.67,NA,Forest,N-SRDB,China,842.89,19.67999346
467,119.7,30.45,NA,Forest,N-SRDB,China,1442.68,11.82999363
468,109.88,27.05,NA,Forest,N-SRDB,China,612.37,14.28999358
469,113.03,28.1,NA,Forest,N-SRDB,China,1039.69,17.8499935
470,120.75,33.03,NA,Forest,N-SRDB,China,1084.26625,14.87999356
471,114.34,30.03,35,Forest,N-SRDB,China,230.97,18.06999349
472,121.75,31.5,NA,Forest,N-SRDB,China,1228.955,NaN
473,103.1,32.75,3091,Forest,N-SRDB,China,744.706,-1.590006068
474,113.87,33.32,NA,Forest,N-SRDB,China,410.57,15.68999355
475,110.98,30.83,NA,Forest,N-SRDB,China,197.013333333333,17.8199935
476,121.5,31.5,NA,Forest,N-SRDB,China,901.065,NaN
477,107.85,35.65,1298,Cropland,N-SRDB,China,588.6273276,10.57399366
478,104.74,35.47,2000,Cropland,N-SRDB,China,41.1575,6.769993745
479,113.13,28.3,NA,Cropland,N-SRDB,China,328.53,17.6599935
480,106.45,29.85,244,Cropland,N-SRDB,China,960.01,18.50999348
481,124,44.5,NA,Cropland,N-SRDB,China,1464.285,5.379993776
482,106.25,29.56,585,Cropland,N-SRDB,China,673.4025,16.73999352
483,121.75,31.5,NA,Cropland,N-SRDB,China,1134.585,NaN
484,121.5,31.7,NA,Cropland,N-SRDB,China,1047.72,NaN
485,116.43,28.34,NA,Cropland,N-SRDB,China,211.14,18.77135711
486,125.52,44.2,NA,Cropland,N-SRDB,China,595.205,5.109993782
487,110.98,30.83,NA,Cropland,N-SRDB,China,190.71,17.8199935
488,114.34,30.03,35,Cropland,N-SRDB,China,221.05,18.06999349
489,102.58,33.1,3480,Grassland,N-SRDB,China,355.685,3.354993822
490,118.5,31.5,NA,Wetland,N-SRDB,China,892.915,16.61999352
491,119.6,26.05,NA,Wetland,N-SRDB,China,759.18,20.73999343
492,119.62,26,NA,Wetland,N-SRDB,China,1125.71,20.60999344
493,120.37,33.5,NA,Wetland,N-SRDB,China,401.505,14.53999357
494,121.13,30.3,NA,Wetland,N-SRDB,China,1128.425,17.31999351
495,121.75,31.5,NA,Wetland,N-SRDB,China,1028.08,NaN
496,121.93,31.52,NA,Wetland,N-SRDB,China,1666.6,NaN
497,106.84,22.11,NA,Forest,N-SRDB,China,1797.115,21.63453887
498,118.99,37.76,NA,Wetland,N-SRDB,China,321.6686,13.4199936
499,104.76,35.46,2000,Cropland,N-SRDB,China,93.3144444444444,7.709993724
500,119.75,30.17,NA,Forest,N-SRDB,China,1225.1,17.37999351
501,108.01,34.3,516,Cropland,N-SRDB,China,190.898764066667,14.2792360033333
502,111.32,30.72,NA,Wetland,N-SRDB,China,40.47,16.84999352
503,106.82,22.45,NA,Forest,N-SRDB,China,732.9259223,22.58999339
504,119.17,32.3,69,Forest,N-SRDB,China,819.305,16.56499353
505,109.08,18.75,820,Forest,N-SRDB,China,1239,21.78999341
506,109.42,36.42,1353,Cropland,N-SRDB,China,951.36,9.159993692
507,119.29,29.48,NA,Cropland,N-SRDB,China,980.71,18.47999348
508,109.58,26.78,NA,Forest,N-SRDB,China,168.822,16.75817534
509,110.1,21.3,NA,Forest,N-SRDB,China,1041.802,23.86999336
510,116.3,44.1,1129,Grassland,N-SRDB,China,332.2,4.239993802
511,109.4,35.8,1072,Cropland,N-SRDB,China,550.88,12.30999362
512,100.2,25.7,1980,Cropland,N-SRDB,China,345.5,12.08999363
513,115.5,38.9,NA,Cropland,N-SRDB,China,205.7,13.3549936
514,116.7,43.6,1270,Grassland,N-SRDB,China,257.246666666667,2.949993831
515,103.28,30.41,560,Wetland,N-SRDB,China,977.8,15.04999356
516,117.08,33.69,27,Cropland,N-SRDB,China,736.88,15.92726627
517,119.42,30.14,150,Forest,N-SRDB,China,902.65,14.79749357
518,103.38,30.33,NA,Cropland,N-SRDB,China,46.2566666666667,16.64999352
519,122.17,53.24,NA,Wetland,N-SRDB,China,426.626666666667,-4.280006008
520,127.44,45.37,506,Forest,N-SRDB,China,579.0125,3.852266538
521,118.25,37.36,NA,Wetland,N-SRDB,China,357.07,15.18666022
522,118.33,28.37,NA,Forest,N-SRDB,China,860.11,17.20953897
523,106.86,22.05,300,Forest,N-SRDB,China,851.47,20.70317525
524,119.21,30.1,NA,Forest,N-SRDB,China,415.735,14.68999357
525,108.94,18.64,NA,Forest,N-SRDB,China,993.763,21.90599341
526,125.33,44.12,NA,Cropland,N-SRDB,China,136.53935483871,6.21999375758064
527,119.4,30.28,380,Forest,N-SRDB,China,1196.22333333333,17.00999352
528,113.18,28.24,NA,Forest,N-SRDB,China,1213.2,17.7799935
529,119.42,25.58,10,Forest,N-SRDB,China,1120.75,21.36999342
530,112.46,30.53,NA,Cropland,N-SRDB,China,774.0625,17.42999351
531,83.2,44.52,NA,Forest,N-SRDB,China,145.515,6.909993742
532,111.13,32.45,NA,Forest,N-SRDB,China,563.275,13.92999359
533,117.36,26.19,300,Forest,N-SRDB,China,669.835,19.44499346
534,120,33.68,350,Forest,N-SRDB,China,1073.48666666667,15.26999356
535,114.3,34.82,NA,Grassland,N-SRDB,China,1045.42,15.69999355
536,119.5,30.2,150,Forest,N-SRDB,China,379.46,15.06499356
537,118.71,32.21,NA,Cropland,N-SRDB,China,698.18,16.7277208
538,110.92,30.77,825,Forest,N-SRDB,China,1096.51,14.29999358
539,115.81,28.75,NA,Forest,N-SRDB,China,3325.02,19.40999346
540,104.58,27.58,NA,Forest,N-SRDB,China,1023.99,12.29862999
541,121.95,31.53,NA,Wetland,N-SRDB,China,316.43,NaN
542,112.53,22.78,42,Forest,N-SRDB,China,1992.42,22.75999339
543,100.35,38.9,1540,Cropland,N-SRDB,China,140.298571428571,8.19713657057143
544,118.9,37.7,NA,Wetland,N-SRDB,China,850.67,13.92590268
545,104.73,35.47,2000,Cropland,N-SRDB,China,718.15,7.367721005
546,113.22,28.29,NA,Wetland,N-SRDB,China,111.69,18.12726622
547,122.28,53.39,NA,Forest,N-SRDB,China,644.468333333333,-4.225006009
548,121.93,31.57,4,Wetland,N-SRDB,China,3533.635,NaN
549,121.93,31.57,4,Forest,N-SRDB,China,2924.61,NaN
550,121.93,31.57,4,Cropland,N-SRDB,China,2352.64,NaN
551,109.88,18.74,930,Forest,N-SRDB,China,1210.62,20.66044798
552,108.07,34.3,NA,Cropland,N-SRDB,China,249.5,13.98999358
553,108,34.4,506,Cropland,N-SRDB,China,167.69625,13.64999359
554,108.07,34.28,521,Cropland,N-SRDB,China,308.9460318,14.80553902
555,108.67,34.3,521,Cropland,N-SRDB,China,768.09,14.58544812
556,109.59,35.17,850,Cropland,N-SRDB,China,156.466666666667,13.77999359
557,108.17,34.5,NA,Cropland,N-SRDB,China,704.3175,14.42999358
558,127.54,45.41,442,Forest,N-SRDB,China,768.308333333333,4.17332713633333
559,127.57,45.33,400,Cropland,N-SRDB,China,438.35,3.229993824
560,105.3,27.5,NA,Forest,N-SRDB,China,1388.105,12.07999363
561,116.4,25.7,400,Forest,N-SRDB,China,952,19.54999346
562,103,30.07,1026,Forest,N-SRDB,China,966.469020633333,10.3289330566667
563,117.45,26.17,300,Forest,N-SRDB,China,768.6582755,20.63635707
564,111.5,33.45,NA,Forest,N-SRDB,China,603.73,13.3049936
565,108.9,18.8,NA,Forest,N-SRDB,China,414.77,18.94999347
566,110.98,34.52,NA,Cropland,N-SRDB,China,910.73,14.95999356
567,119.72,30.23,NA,Forest,N-SRDB,China,426.795,17.9749935
568,108.08,34.27,525,Cropland,N-SRDB,China,797.706666666667,14.32772085
569,119.58,30.32,NA,Forest,N-SRDB,China,399.245,13.1399936
570,111.57,33.72,NA,Forest,N-SRDB,China,1373.0075,8.719993702
571,120.17,31.35,NA,Wetland,N-SRDB,China,145.84,17.8299935
572,116.29,31.25,NA,Wetland,N-SRDB,China,89.07,12.03999363
573,109.14,36.92,1371.9,Cropland,N-SRDB,China,169.076333566667,8.159993714
574,108.06,34.26,521,Cropland,N-SRDB,China,296.9933813,13.98999358
575,109.9,19.88,20-30,Cropland,N-SRDB,China,985.7136562,24.60226607
576,118.86,32.16,,Cropland,N-SRDB,China,673.944009,16.68999353
577,116.6,32.2,21.0~29.5,Cropland,N-SRDB,China,274.7862201,16.08999354
578,113.83,34.56,69-78,Cropland,N-SRDB,China,709.4663347,15.74599355
579,108.87,34.6,,Cropland,N-SRDB,China,1206.51064,15.55999355
580,108.17,34.25,454.8,Cropland,N-SRDB,China,580.7985789,13.71499359
581,106.4,29.8,266.3,Cropland,N-SRDB,China,1421.011364,19.08999347
582,129.08,46.88,650,Forest,N-SRDB,China,487.645067954167,0.199993892
583,128.89,47.18,,Forest,N-SRDB,China,1169.42993571667,1.251993869
584,115,24.78,1350,Forest,N-SRDB,China,1592.88336,19.2666601333333
585,121.78,29.8,,Forest,N-SRDB,China,1409.160496,16.38499353
586,109.23,23.08,,Forest,N-SRDB,China,1098.155113,21.03090252
587,102.6,29.24,1145,Forest,N-SRDB,China,1069.593456,7.619993726
588,108.37,25.3,,Forest,N-SRDB,China,1219.242417,16.5777208
589,106.87,21.87,,Forest,N-SRDB,China,724.6908866,20.09999345
590,103.26,29.54,1600,Forest,N-SRDB,China,592.5084595,13.3099936
591,103.5,29.67,977.62,Forest,N-SRDB,China,564.9927003,18.78999348
592,119.4,30.23,40-100,Forest,N-SRDB,China,522.6134173,16.27953899
593,118.2,26.83,180m,Forest,N-SRDB,China,1061.903529,19.42272074
594,120.58,29.12,,Forest,N-SRDB,China,1050.286251,14.79999357
595,92.02,31.44,,Grassland,N-SRDB,China,334.7321658,0.239993891
596,119.38,31.21,137.51,Wetland,N-SRDB,China,115.7216506,15.93635718
597,119.38,31.2,137.51,Wetland,N-SRDB,China,107.7155731,16.30181171
598,119.41,31.16,137.51,Wetland,N-SRDB,China,54.25227272,14.91772084
599,119.43,31.16,137.51,Wetland,N-SRDB,China,52.73873984,14.91772084
600,112.33,30.28,,Wetland,N-SRDB,China,65.25569601,17.96999349
601,-99.94,56.63,,,SRDB,N-China,186,-2.900000185
602,-99.97,56.46,,,SRDB,N-China,412,-2.533333361
603,-98.98,55.91,,,SRDB,N-China,357,-2.383333464
604,-98.48,55.86,,,SRDB,N-China,358,-2.62499994
605,-98.39,55.92,,,SRDB,N-China,303,-2.62499994
606,-98.52,55.91,,,SRDB,N-China,274,-2.383333464
607,-98.48,55.88,,,SRDB,N-China,254,-2.62499994
608,-99.98,56.46,,,SRDB,N-China,380,-2.533333361
609,-98.98,55.9,,,SRDB,N-China,300,-2.383333464
610,-98.51,55.91,,,SRDB,N-China,233,-2.383333464
611,-82.11,29.95,,,SRDB,N-China,1196.66666666667,20.29166709
612,-84.29,35.99,,,SRDB,N-China,660.875,14.16041694
613,-92.33,38.9,,,SRDB,N-China,413.666666666667,11.7333334733333
614,-79.1,36.07,,,SRDB,N-China,1361.22222222222,14.6620372877778
615,7.08,48.67,,,SRDB,N-China,629.5,9.489583543
616,-47.52,-2.98,,,SRDB,N-China,1740,26.98833371
617,-85.5,35.08,,,SRDB,N-China,1176.25,13.95000021
618,35.05,31.35,,,SRDB,N-China,192,17.67500027
619,-105.12,53.99,,,SRDB,N-China,441.5,1.675000032
620,-121.52,44.5,,,SRDB,N-China,483.666666666667,5.438888963
621,-121.51,44.42,,,SRDB,N-China,565.5,5.53541676
622,-72.3,42.9,,,SRDB,N-China,840,7.716666793
623,172.25,-42.22,,,SRDB,N-China,650,7.416666736
624,-91.94,38.95,,,SRDB,N-China,457,11.76666691
625,10.23,54.1,,,SRDB,N-China,1754,9.741666734
626,2.13,6.38,,,SRDB,N-China,1610,26.93333356
627,-79.2,34.63,,,SRDB,N-China,1263,16.10000026
628,-0.36,51.81,,,SRDB,N-China,400,8.766666919
629,-1.37,51.7,,,SRDB,N-China,128,9.550000111
630,132.45,34.38,,,SRDB,N-China,1299,13.42500039
631,80.02,25.3,,,SRDB,N-China,430,26.40000041
632,11.92,42.4,,,SRDB,N-China,1415.4,15.84333349
633,130.73,32.82,,,SRDB,N-China,554,16.07083359
634,-81.42,32.13,,,SRDB,N-China,891.5,18.39166705
635,37.58,54.83,,,SRDB,N-China,479.363636363636,5.30303035390909
636,-72.18,42.53,,,SRDB,N-China,688.631578947368,8.18245628776316
637,-68.73,45.2,,,SRDB,N-China,665.769230769231,6.16250016430769
638,144,-37.17,,,SRDB,N-China,937.5,12.47500026
639,-97.52,34.98,,,SRDB,N-China,853.333333333333,16.6148151033333
640,-122.17,44.25,,,SRDB,N-China,799.666666666667,7.85833352333333
641,30.97,62.77,,,SRDB,N-China,191.285714285714,2.758333395
642,24.3,61.78,,,SRDB,N-China,356.75,4.25590282954167
643,29.83,62.23,,,SRDB,N-China,618,3.625000169
644,8.65,49.87,,,SRDB,N-China,444,10.25000005
645,-97.33,31.1,,,SRDB,N-China,1450,19.2222224916667
646,-155.25,19.75,,,SRDB,N-China,773,19.00833368
647,-79.95,33.18,,,SRDB,N-China,1426.66666666667,18.50000032
648,-78.26,37.34,,,SRDB,N-China,1033.33333333333,12.97500024
649,-2.05,55.17,,,SRDB,N-China,627.461538461538,7.62564113746154
650,-83.4,35.05,,,SRDB,N-China,255,11.56250028
651,6,50.3,,,SRDB,N-China,755,8.616666824
652,-78.45,37.58,,,SRDB,N-China,949.75,12.75000027
653,9.58,51.77,,,SRDB,N-China,610.1,9.476666826
654,9.57,51.77,,,SRDB,N-China,510,9.433333541
655,9.67,51.57,,,SRDB,N-China,529,9.433333541
656,10.3,52.83,,,SRDB,N-China,586,9.895833574
657,10.28,52.83,,,SRDB,N-China,408,9.895833574
658,10.27,52.83,,,SRDB,N-China,528,9.895833574
659,-89.43,43.03,,,SRDB,N-China,1328.16666666667,7.88055558666667
660,132.92,34.5,,,SRDB,N-China,873,15.59166682
661,170.3,-43.2,,,SRDB,N-China,908,10.16666683
662,-155.12,19.84,,,SRDB,N-China,1990,18.6833336666667
663,24.28,61.85,,,SRDB,N-China,866,4.027777771
664,12,-4,,,SRDB,N-China,1325,25.0750006
665,0.92,41.22,,,SRDB,N-China,768.2,15.07333366
666,2.35,41.77,,,SRDB,N-China,727,13.05833352
667,-2.58,56.91,,,SRDB,N-China,408.5,7.600000123
668,-3.43,58.43,,,SRDB,N-China,546.5,7.916666706
669,9.82,56.23,,,SRDB,N-China,163.5,8.341666857
670,148.8,-35.39,,,SRDB,N-China,711,12.09166694
671,12.28,55.67,,,SRDB,N-China,260,9.041666761
672,-89.7,32.8,,,SRDB,N-China,490,17.03333374
673,-96.58,39.08,,,SRDB,N-China,1900.84615384615,12.4217951846154
674,-92.2,38.8,,,SRDB,N-China,1013,12.87500024
675,9.92,56.25,,,SRDB,N-China,399,8.083333492
676,135.25,34.75,,,SRDB,N-China,1054,14.78333356
677,135.83,34.69,,,SRDB,N-China,1414,15.12500024
678,-81.67,33.5,,,SRDB,N-China,429.333333333333,17.71388908
679,-113.08,41.87,,,SRDB,N-China,185.5,7.741666908
680,-84.28,35.97,,,SRDB,N-China,491,13.2166669
681,-121.95,47.38,,,SRDB,N-China,568.333333333333,7.291666838
682,-121.58,47.32,,,SRDB,N-China,620,7.291666838
683,24,38,,,SRDB,N-China,574.333333333333,17.5000004
684,-70.65,41.58,,,SRDB,N-China,762,9.833333537
685,135.83,35.08,,,SRDB,N-China,536,12.46666695
686,146.17,-18.97,,,SRDB,N-China,380,23.70833365
687,11.65,55.49,,,SRDB,N-China,412.5,8.816666777
688,-61,5,,,SRDB,N-China,1048,21.51666721
689,-98.2,27.67,,,SRDB,N-China,763.75,22.14166709
690,-93.33,42.18,,,SRDB,N-China,1003.33333333333,8.108333357
691,-125.32,49.85,,,SRDB,N-China,1817.14285714286,7.37857152785714
692,-53,5.03,,,SRDB,N-China,1923,26.90000025
693,-83.02,40,,,SRDB,N-China,384,9.933333541
694,-119.12,49.42,,,SRDB,N-China,852.5,4.191666792
695,-83.83,10.33,,,SRDB,N-China,1265,24.48333359
696,-121.53,44.6,,,SRDB,N-China,410.5,6.625000142
697,-121.54,44.58,,,SRDB,N-China,599,6.625000142
698,-121.5,44.56,,,SRDB,N-China,475,9.083333479
699,-121.54,44.57,,,SRDB,N-China,495,6.625000142
700,-121.53,44.57,,,SRDB,N-China,699,6.625000142
701,-121.51,44.58,,,SRDB,N-China,458.5,6.625000142
702,-121.53,44.59,,,SRDB,N-China,540,6.625000142
703,-121.52,44.57,,,SRDB,N-China,451,6.625000142
704,-121.5,44.58,,,SRDB,N-China,351,9.083333479
705,-125.33,49.87,,,SRDB,N-China,980.666666666667,8.04166686166667
706,-62,45.6,,,SRDB,N-China,341.416666666667,5.94722231166667
707,7.06,48.67,,,SRDB,N-China,528,9.650000061
708,7.07,48.68,,,SRDB,N-China,527,9.650000061
709,131,33,,,SRDB,N-China,468,14.3833335
710,136,34.97,,,SRDB,N-China,714,14.59166685
711,4.52,51.31,,,SRDB,N-China,684.285714285714,10.85833351
712,-51.46,-1.72,,,SRDB,N-China,1430,27.8638891866667
713,-120.63,38.9,,,SRDB,N-China,979.4,13.50666684
714,131.13,-12.47,,,SRDB,N-China,1430,27.04166714
715,-71.1,47.32,,,SRDB,N-China,666.666666666667,1.58333339266667
716,-68.15,47.73,,,SRDB,N-China,1186.66666666667,3.23611116433333
717,-66.38,46.03,,,SRDB,N-China,1523.33333333333,5.68611112033333
718,-4.92,41.8,,,SRDB,N-China,757,12.41666675
719,-97.4,35.2,,,SRDB,N-China,1143,15.76666689
720,162.95,5.33,,,SRDB,N-China,812,28.05833371
721,163.03,5.29,,,SRDB,N-China,646.5,28.05000035
722,158.25,6.8,,,SRDB,N-China,961,26.88333384
723,-159.62,22.15,,,SRDB,N-China,314,22.30000035
724,-156.13,20.73,,,SRDB,N-China,685,21.22500038
725,-82.16,29.73,,,SRDB,N-China,1066,20.86666701
726,-62.5,-10.5,,,SRDB,N-China,1356.28571428571,26.0904763971429
727,-104.63,53.85,,,SRDB,N-China,435,0.900000031
728,-104.66,53.91,,,SRDB,N-China,235,0.900000031
729,-104.65,53.91,,,SRDB,N-China,325,0.900000031
730,-104.65,53.88,,,SRDB,N-China,560,0.900000031
731,-104.69,53.92,,,SRDB,N-China,320,0.900000031
732,-79.08,35.97,,,SRDB,N-China,1749,15.10833363
733,-84.33,35.9,,,SRDB,N-China,762.333333333333,14.53888913
734,-89.62,46.67,,,SRDB,N-China,811.75,5.481250153
735,11.8,42.37,,,SRDB,N-China,748.333333333333,15.88333353
736,-79.48,34.91,,,SRDB,N-China,811,16.10000026
737,-96,39,,,SRDB,N-China,696,12.73333359
738,-96.99,19.53,,,SRDB,N-China,726.666666666667,21.34166702
739,-83.62,8.72,,,SRDB,N-China,1880,27.00000048
740,11.75,-4.35,,,SRDB,N-China,840,25.58750025
741,-109.75,37.98,,,SRDB,N-China,151,10.04166682
742,-100.92,46.77,,,SRDB,N-China,1000,5.51666682
743,-106.2,53.7,,,SRDB,N-China,828.666666666667,0.919444398666667
744,-92.2,38.75,,,SRDB,N-China,1013,12.31666701
745,102.3,2.97,,,SRDB,N-China,1559.66666666667,27.3583336933333
746,-113.42,42.5,,,SRDB,N-China,406,7.858333374
747,140.12,36.02,,,SRDB,N-China,347,13.73333345
748,114.03,4.2,,,SRDB,N-China,1998,27.15833346
749,-47.79,-1.13,,,SRDB,N-China,2230,26.98333383
750,-112,40.75,,,SRDB,N-China,274,5.800000076
751,-119.28,36.72,,,SRDB,N-China,1480,16.24166687
752,-64,9,,,SRDB,N-China,1930.25,27.3500003
753,-80.12,36.62,,,SRDB,N-China,1179,12.2166669
754,-111.73,35.27,,,SRDB,N-China,900,8.091666912
755,5.92,52.4,,,SRDB,N-China,426,10.06666682
756,10.95,56.38,,,SRDB,N-China,597,8.075000291
757,-112.08,33.5,,,SRDB,N-China,592.25,22.20000045
758,-55.33,-11.41,,,SRDB,N-China,2887,25.86666711
759,-87.18,21.21,,,SRDB,N-China,2738.5,25.85000054
760,-116.78,33.81,,,SRDB,N-China,681.5,15.74166711
761,-116.08,46.08,,,SRDB,N-China,764,8
762,76.18,29.97,,,SRDB,N-China,576.5,24.75833369
763,8.08,53.17,,,SRDB,N-China,225,8.941666782
764,-79,36,,,SRDB,N-China,669,15.07500021
765,-79.85,9.15,,,SRDB,N-China,1709,26.25833368
766,-121.8,47.5,,,SRDB,N-China,165,6.433333407
767,30.97,62.78,,,SRDB,N-China,607,2.825000127
768,-89.37,43.28,,,SRDB,N-China,1777.5,8.064583503
769,11.43,46.02,,,SRDB,N-China,1066,8.27500015
770,11.28,45.96,,,SRDB,N-China,955.5,9.937500147
771,11.05,46.02,,,SRDB,N-China,1870,8.950000076
772,-121.95,45.82,,,SRDB,N-China,1212.3125,8.102083496
773,23.85,65.92,,,SRDB,N-China,696,2.066666772
774,-155.94,19.77,,,SRDB,N-China,1442,18.0333337
775,10.45,51.08,,,SRDB,N-China,879.333333333333,9.02777792666667
776,-121.56,44.45,,,SRDB,N-China,810.666666666667,5.74583341433333
777,-105.1,54,,,SRDB,N-China,611,-0.358333449
778,-54.95,-2.9,,,SRDB,N-China,1280,26.64166705
779,-121.28,39.25,,,SRDB,N-China,1074,15.5229169
780,4.52,51.3,,,SRDB,N-China,700.823529411765,10.85833351
781,-115.92,36.82,,,SRDB,N-China,55.75,15.98333335
782,-60,-3,,,SRDB,N-China,1211,27.94166708
783,-76.47,42.27,,,SRDB,N-China,879.5,7.525000195
784,-73.75,41.83,,,SRDB,N-China,714,8.633333544
785,-47.95,-1.32,,,SRDB,N-China,1790.5,27.27083357
786,11,47,,,SRDB,N-China,35,4.933333432
787,-84.71,45.59,,,SRDB,N-China,1002.8,6.145000113
788,12,55,,,SRDB,N-China,620.5,8.875000209
789,-120.05,34.7,,,SRDB,N-China,25,12.9416668666667
790,-52.91,5.28,,,SRDB,N-China,1278,27.40000057
791,1.45,42.2,,,SRDB,N-China,494,9.725000083
792,11.53,47.28,,,SRDB,N-China,729,4.433333342
793,12.58,47.62,,,SRDB,N-China,1142.5,7.991666804
794,-3.4,55.79,,,SRDB,N-China,529,8.091666738
795,29.6,67.72,,,SRDB,N-China,58,-0.533333331
796,111.85,2.82,,,SRDB,N-China,1647.66666666667,26.99166695
797,111.83,2.78,,,SRDB,N-China,885.666666666667,26.99166695
