,Lon,Lat,Alt,Eco,FROM,Region,flux,MAT
798,137.42,36.13,,,SRDB,N-China,804.940740740741,9.39938287888889
799,-105.1,40.6,,,SRDB,N-China,650,7.216666671
800,-90.12,45.8,,,SRDB,N-China,1040.95833333333,5.945833539
801,-79.13,35.97,,,SRDB,N-China,1340.76315789474,15.4342107757895
802,30.82,62.87,,,SRDB,N-China,496.75,2.525000078
803,3.72,51.03,,,SRDB,N-China,896,11.39166695
804,16.12,57.08,,,SRDB,N-China,981,7.316666792
805,140.15,36.32,,,SRDB,N-China,455.5,14.13750024
806,23.9,63.9,,,SRDB,N-China,312.5,3.158333321
807,22.77,62.2,,,SRDB,N-China,480,3.958333333
808,23.18,62.1,,,SRDB,N-China,375.833333333333,3.858333409
809,4.4,50.02,,,SRDB,N-China,837.333333333333,10.65000018
810,11.14,46.02,,,SRDB,N-China,984,9.04166698
811,10.98,46.06,,,SRDB,N-China,965,4.083333409
812,11.15,46.02,,,SRDB,N-China,795,9.04166698
813,11,46.03,,,SRDB,N-China,738,9.04166698
814,11.01,46.04,,,SRDB,N-China,719,9.04166698
815,11.08,46.07,,,SRDB,N-China,492,9.04166698
816,11.07,46.06,,,SRDB,N-China,681,9.04166698
817,11.06,46.05,,,SRDB,N-China,1041,9.04166698
818,11.06,46.02,,,SRDB,N-China,1116,9.04166698
819,11.43,46.59,,,SRDB,N-China,1230,4.933333432
820,75.72,23.18,,,SRDB,N-China,638,25.39166705
821,1.65,48.36,,,SRDB,N-China,583.333333333333,10.3972224966667
822,1.61,48.56,,,SRDB,N-China,476.666666666667,10.2861112966667
823,16.25,48.67,,,SRDB,N-China,715,9.129166827
824,115.5,-33.83,,,SRDB,N-China,940.5,16.85833367
825,84,20.5,,,SRDB,N-China,568,24.13333368
826,-83.43,35.08,,,SRDB,N-China,2371,11.2333335
827,-83.93,35.35,,,SRDB,N-China,2047,11.71666685
828,101.63,2.98,,,SRDB,N-China,1424,27.20000045
829,132.52,34.4,,,SRDB,N-China,1121,14.30416685
830,-122.4,38.4,,,SRDB,N-China,1139,15.22500014
831,-93.5,42.18,,,SRDB,N-China,1057.5,9.525000254
832,143.1,43.67,,,SRDB,N-China,571,2.600000088
833,141.17,42.97,,,SRDB,N-China,766,5.975000277
834,141.27,42.93,,,SRDB,N-China,927,6.39166675
835,141.38,42.98,,,SRDB,N-China,711.666666666667,6.39166675
836,140.9,39.98,,,SRDB,N-China,669,7.716666905
837,140.4,39.98,,,SRDB,N-China,622,10.75000037
838,140.72,39.77,,,SRDB,N-China,702,7.716666905
839,140.58,36.93,,,SRDB,N-China,618.75,12.74166692
840,140.58,36.58,,,SRDB,N-China,579,13.01666693
841,140.15,36.3,,,SRDB,N-China,461,14.35000024
842,140.18,36.17,,,SRDB,N-China,583,13.79166691
843,137.32,35.92,,,SRDB,N-China,356,11.00833347
844,138.65,35.85,,,SRDB,N-China,397.5,9.908333475
845,137.13,35.23,,,SRDB,N-China,405,14.67500018
846,137.57,35.2,,,SRDB,N-China,306,11.74166703
847,130.43,33.08,,,SRDB,N-China,429,16.5000002
848,127.98,26.52,,,SRDB,N-China,1057,NaN
849,91.75,25.58,,,SRDB,N-China,975,19.75833368
850,101.08,15.92,,,SRDB,N-China,1381.66666666667,26.31666708
851,79.42,29.25,,,SRDB,N-China,313.428571428571,21.77500041
852,99,16,,,SRDB,N-China,1448.57142857143,25.00833368
853,78.17,10,,,SRDB,N-China,310,28.15833378
854,135.79,35.02,,,SRDB,N-China,930,13.63333338
855,-96.53,39.14,,,SRDB,N-China,633,12.94166706
856,-7.25,52.95,,,SRDB,N-China,696.6,9.850000223
857,-87.18,30.83,,,SRDB,N-China,655,19.19166724
858,127.83,37.81,,,SRDB,N-China,911.666666666667,10.75833356
859,127.64,35.46,,,SRDB,N-China,813,12.38333359
860,127.62,35.45,,,SRDB,N-China,858.5,12.38333359
861,-83.98,10.43,,,SRDB,N-China,1217.6,24.87166704
862,130.58,32.17,,,SRDB,N-China,1037.4,13.78750019
863,-94.08,30.65,,,SRDB,N-China,493,19.89166705
864,79.43,29.27,,,SRDB,N-China,227,22.10833359
865,-3.2,55.87,,,SRDB,N-China,727.333333333333,8.07222235866667
866,-86.42,39.32,,,SRDB,N-China,1135,12.3583335
867,-76.6,42.52,,,SRDB,N-China,390.25,8.091666823
868,-76.5,42.5,,,SRDB,N-China,376,7.966666743
869,37.1,54.13,,,SRDB,N-China,334.166666666667,4.616666794
870,-90.58,29.75,,,SRDB,N-China,418,20.33333373
871,-90.33,29.58,,,SRDB,N-China,180,20.691667
872,-90.08,29.25,,,SRDB,N-China,616,20.88333344
873,73,33,,,SRDB,N-China,510,22.78750014
874,-123.9,47.82,,,SRDB,N-China,520,7.716666877
875,-111.67,35.42,,,SRDB,N-China,321,7.608333459
876,79.48,29.4,,,SRDB,N-China,814.666666666667,22.95000037
877,20.77,48.5,,,SRDB,N-China,166.75,9.806250159
878,16.7,49.34,,,SRDB,N-China,493.529411764706,8.15980404705882
879,130.75,-12.5,,,SRDB,N-China,1430,26.7916673
880,126.75,37.5,,,SRDB,N-China,689,12.05000007
881,-76.02,42.75,,,SRDB,N-China,387,7.629166872
882,-83.84,41.55,,,SRDB,N-China,1383,9.800000342
883,132.13,34.18,,,SRDB,N-China,940,14.10833367
884,127.23,37.45,,,SRDB,N-China,698.333333333333,12.31666671
885,127.63,35.45,,,SRDB,N-China,703.285714285714,12.4428573871429
886,14.65,41.13,,,SRDB,N-China,473.666666666667,13.08333361
887,-39.25,-16.07,,,SRDB,N-China,700,24.01666705
888,152.4,-30.5,,,SRDB,N-China,890,16.25000016
889,10,54,,,SRDB,N-China,390,7.808333448
890,-96.55,39.1,,,SRDB,N-China,1347,12.0333336
891,-80.2,41.6,,,SRDB,N-China,509,8.783333515
892,4.36,50.07,,,SRDB,N-China,160,9.550000201
893,4.83,43.9,,,SRDB,N-China,75.25,13.94166684
894,127.27,37.45,,,SRDB,N-China,1004.66666666667,12.05000027
895,-81.9,35.9,,,SRDB,N-China,1763,14.79166714
896,14.53,67.3,,,SRDB,N-China,600,3.608333491
897,8,49.33,,,SRDB,N-China,580,10.69166676
898,-76.5,42.4,,,SRDB,N-China,433,7.575000167
899,7.1,50.75,,,SRDB,N-China,600,8.841666912
900,-16.629,28.292,,,SRDB,N-China,722.26,16.21666702
901,142.1,45.05,,,SRDB,N-China,877,6.091666785
902,83.01666667,25.3,,,SRDB,N-China,253.5,26.90833402
903,-82.32888889,39.98916667,,,SRDB,N-China,630,11.75833354
904,142.4833333,42.43333333,,,SRDB,N-China,1050,7.595833426
905,-1.8,38.1,,,SRDB,N-China,613.666666666667,15.64166693
906,24.28333333,61.85,,,SRDB,N-China,630.692307692308,3.95833340561538
907,120.8,23.48333333,,,SRDB,N-China,435.5,17.17500019
908,-3.466666667,53.05,,,SRDB,N-China,549,9.829166869
909,10.95,56.38333333,,,SRDB,N-China,520,8.541666731
910,19.38333333,46.88333333,,,SRDB,N-China,151,11.53333349
911,1.816666667,41.3,,,SRDB,N-China,440,15.45000037
912,8.15,40.6,,,SRDB,N-China,954.566666666667,17.0583335566667
913,-81.66666667,33.38333333,,,SRDB,N-China,970,18.5000002
914,11.59666667,48.22333333,,,SRDB,N-China,240,9.666666746
915,29.73333333,-2.6,,,SRDB,N-China,1355.25,19.65833394
916,11.86666667,50.13333333,,,SRDB,N-China,667,7.950000126
917,14.96666667,37.46666667,,,SRDB,N-China,505,16.90000049
918,-79.83333333,9.1,,,SRDB,N-China,1544.66666666667,26.3416670166667
919,-82.25,8.75,,,SRDB,N-China,937,22.8666671633333
920,127.8,37.78333333,,,SRDB,N-China,1020,10.67083352
921,127.9711111,35.48444444,,,SRDB,N-China,573,12.69166706
922,148.1520833,-35.65572222,,,SRDB,N-China,885.666666666667,11.9333335533333
923,114.0333333,4.333,,,SRDB,N-China,2265,27.11666727
924,114.1666667,-2.211111111,,,SRDB,N-China,1007.272727,26.1722227233333
925,35.05,31.333,,,SRDB,N-China,405.883333333333,17.33888918
926,-106.2,53.6,,,SRDB,N-China,827,0.541666468
927,-105.1,53.9,,,SRDB,N-China,566,0.28333356
928,-104.6,53.9,,,SRDB,N-China,466,0.308333357
929,-79.13333333,35.96666667,,,SRDB,N-China,1474.6,15.73333359
930,-122.2166667,44.21666667,,,SRDB,N-China,929,8.416666905
931,-89.82,43.07,,,SRDB,N-China,859.333333333333,8.158333416
932,3.595833333,43.74138889,,,SRDB,N-China,779,13.80833346
933,-76.6667,35.8,,,SRDB,N-China,1195.33333333333,16.7722224666667
934,135.85,34.78333333,,,SRDB,N-China,581.5,15.475
935,130.7166667,33.13333333,,,SRDB,N-China,601.25,15.28333366
936,8.364388889,47.47833333,,,SRDB,N-China,888.717391304348,9.94202911571739
937,-116.7777833,33.80833333,,,SRDB,N-China,822.333333333333,15.73750045
938,-111.7620361,35.08902778,,,SRDB,N-China,589,8.108333429
939,-111.727325,35.14263333,,,SRDB,N-China,571.5,8.108333429
940,-111.7718444,35.44539722,,,SRDB,N-China,458,8.108333429
941,120.02,-1.552,,,SRDB,N-China,1110,21.54166714
942,-83.98333333,10.43333333,,,SRDB,N-China,1675.4,25.03333378
943,-83.61666667,8.716666667,,,SRDB,N-China,1142,26.76666689
944,-125.3350833,49.86883333,,,SRDB,N-China,917.375,7.469791817
945,13.58333333,57.25,,,SRDB,N-China,258.333333333333,7.10833349633333
946,13.73333333,57.18333333,,,SRDB,N-China,354.5,6.791666825
947,-122.5,37.85,,,SRDB,N-China,1031,14.79166691
948,-123.77,39.4,,,SRDB,N-China,571,12.49166707
949,127.2666667,38.23333333,,,SRDB,N-China,678.25,10.08750007
950,127.1769444,37.78361111,,,SRDB,N-China,735,11.53166674
951,137.3833333,36.12,,,SRDB,N-China,682,9.079166731
952,-78.1,39.15,,,SRDB,N-China,1092.08333333333,12.5527778333333
953,8.166666667,40.61666667,,,SRDB,N-China,1118.33333333333,16.9583335733333
954,127.167,37.75,,,SRDB,N-China,820.25,11.05833355
955,-72.28333333,42.9,,,SRDB,N-China,722.6,8.208333493
956,127.15,37.73333333,,,SRDB,N-China,1258,11.10833368
957,127.15,37.75,,,SRDB,N-China,1015.5,11.10833368
958,26.51666667,40.58333333,,,SRDB,N-China,418,14.10000018
959,-90.78547778,45.623475,,,SRDB,N-China,1017.66666666667,4.929166749
960,10.45222222,51.07944444,,,SRDB,N-China,876.875,8.968750147
961,148.15,-23.83,,,SRDB,N-China,263,23.10833359
962,-79.63333333,9.316666667,,,SRDB,N-China,2214,26.66666698
963,-80.57333333,42.66361111,,,SRDB,N-China,539,9.233333523
964,-80.47444444,42.77555556,,,SRDB,N-China,511,9.37500004
965,-80.35138889,42.70944444,,,SRDB,N-China,558,9.37500004
966,-80.37222222,42.71527778,,,SRDB,N-China,671,9.37500004
967,2.783333333,48.48333333,,,SRDB,N-China,609,12.29166687
968,12.06666667,45.41666667,,,SRDB,N-China,806,14.2833334933333
969,-71.59,-13.19138889,,,SRDB,N-China,1064,10.22500018
970,-71.54277778,-13.04777778,,,SRDB,N-China,1344,10.22500018
971,-71.55472222,-12.89027778,,,SRDB,N-China,1291,15.15833354
972,-69.26972222,-12.83055556,,,SRDB,N-China,1639,24.74166695
973,141.5166667,42.73333333,,,SRDB,N-China,934,7.39166679
974,5.645122222,51.99112222,,,SRDB,N-China,715,10.70000017
975,-5.308333333,39.333,,,SRDB,N-China,1073.2,15.61666703
976,11.93333333,42.18333333,,,SRDB,N-China,1157,15.98333375
977,-96.42708056,30.55327778,,,SRDB,N-China,3936,20.35833359
978,-119.8030889,34.01311111,,,SRDB,N-China,916.6,14.35833375
979,4.520555556,51.30916667,,,SRDB,N-China,500,11.17500035
980,-110.8661,31.8214,,,SRDB,N-China,281,16.70000021
981,-71.19194444,-30.59805556,,,SRDB,N-China,540,14.61666711
982,-114.1333333,54.2,,,SRDB,N-China,705.333333333333,2.458333294
983,-6.9,52.85,,,SRDB,N-China,1110,9.89166681
984,-79.63,9.325,,,SRDB,N-China,7032.5,26.45000045
985,-3.616666667,40.03333333,,,SRDB,N-China,268,15.1388891566667
986,38.86444444,7.430833333,,,SRDB,N-China,1736,17.38750029
987,11.88083333,50.13166667,,,SRDB,N-China,422.25,7.729166797
988,35.23333333,33,,,SRDB,N-China,758,20.38333368
989,35.05,31.7,,,SRDB,N-China,634,19.35000022
990,34.9,31.38333333,,,SRDB,N-China,429,19.86666687
991,34.76666667,30.86666667,,,SRDB,N-China,177,19.24166679
992,-47.5,-16.3,,,SRDB,N-China,308,22.39166705
993,-155.2622778,19.94480556,,,SRDB,N-China,1871.57142857143,18.65000041
994,-155.2931111,19.84202778,,,SRDB,N-China,1389,18.65000041
995,98.86666667,14.58333333,,,SRDB,N-China,1574.4,25.51166715
996,78.03333333,27.16666667,,,SRDB,N-China,773.6,25.95833389
997,78.16666667,10,,,SRDB,N-China,1605,28.38333368
998,127.1532278,37.75704722,,,SRDB,N-China,798.333333333333,11.4416668566667
999,-2.032777778,36.94166667,,,SRDB,N-China,416,17.86666671
1000,-2.250277778,36.83472222,,,SRDB,N-China,303,17.86666671
1001,-15.4,28.1,,,SRDB,N-China,1230.75,20.29166715
1002,-84.5,31.25,,,SRDB,N-China,635,19.27500033
1003,-52.333,-14.683,,,SRDB,N-China,1731.5,25.50833368
1004,8.52,46.61,,,SRDB,N-China,836,3.51666672
1005,8,47.55,,,SRDB,N-China,933,8.608333679
1006,11.65641667,-4.289166667,,,SRDB,N-China,985.5,25.70833365
1007,26.23333333,58.86666667,,,SRDB,N-China,528,5.716666758
1008,18.96666667,68.333,,,SRDB,N-China,231,-2.408333257
1009,13.55,56.25,,,SRDB,N-China,522,8.275000208
1010,-3.266666667,55.75,,,SRDB,N-China,572,8.225000044
1011,10.48333333,56.38333333,,,SRDB,N-China,732,8.408333505
1012,11.96666667,55.88333333,,,SRDB,N-China,770,10.00083355
1013,5.9,52.4,,,SRDB,N-China,310,10.72500022
1014,1.816666667,41.31666667,,,SRDB,N-China,390,15.316667
1015,-8.6,38.63333333,,,SRDB,N-China,833,17.66666714
1016,-8.016666667,38.51666667,,,SRDB,N-China,1022,17.62500016
1017,-8.633333333,38.46666667,,,SRDB,N-China,757,18.00000048
1018,-8.316666667,39.13333333,,,SRDB,N-China,946,17.65000017
1019,-8,38.53333333,,,SRDB,N-China,1060,16.70000037
1020,-7.416666667,38.78333333,,,SRDB,N-China,757,16.86666695
1021,-7.2,38.95,,,SRDB,N-China,870,17.00000032
1022,-0.577777778,53.31527778,,,SRDB,N-China,627,10.04166683
1023,2.97,42.27,,,SRDB,N-China,1184.64285714286,14.26666701
1024,-7.75,43.15,,,SRDB,N-China,1752,11.62916677
1025,101.7854306,2.659030556,,,SRDB,N-China,3194.5,28.29166698
1026,-84.48,31.27,,,SRDB,N-China,567.5,18.8416671
1027,-0.85,51.16666667,,,SRDB,N-China,740.25,10.38125021
1028,-124.9016667,49.51972222,,,SRDB,N-China,1454,9.418750167
1029,126.98,37.55,,,SRDB,N-China,1264,11.59166673
1030,-78.825,49.158,,,SRDB,N-China,1278.33333333333,0.1083332
1031,26.30944444,64.49222222,,,SRDB,N-China,238,1.041666726
1032,-76.15694444,35.90611111,,,SRDB,N-China,657.333333333333,16.86666703
1033,7.07,48.67,,,SRDB,N-China,622.857142857143,9.575000187
1034,-76.667,35.8,,,SRDB,N-China,1195.875,16.61354192
1035,29.86666667,63.05,,,SRDB,N-China,893.25,3.250000139
1036,24.35,60.65,,,SRDB,N-China,578,4.916666802
1037,9.066666667,47.16666667,,,SRDB,N-China,441.8,7.723333448
1038,7.883333333,47.26666667,,,SRDB,N-China,613.4,9.195000083
1039,24.28861111,62.51666667,,,SRDB,N-China,1000,3.76666672
1040,-71.28333333,-30.25,,,SRDB,N-China,31.3333333333333,14.7222225633333
1041,27.5,59.1,,,SRDB,N-China,151,5.400000135
1042,133.29,34.08,,,SRDB,N-China,92,16.15000017
1043,13.03333333,53.13333333,,,SRDB,N-China,602,9.516666835
1044,140.1166667,36.01666667,,,SRDB,N-China,392,14.2250004
1045,9.633333333,55.95,,,SRDB,N-China,541,8.53333353
1046,12.05,55.41666667,,,SRDB,N-China,689,9.183333531
1047,9.866666667,55.4,,,SRDB,N-China,636,8.841666922
1048,11.31666667,49.41666667,,,SRDB,N-China,681.25,9.01458345
1049,11.91666667,48.11666667,,,SRDB,N-China,563,9.08333349966667
1050,12.4,49.93333333,,,SRDB,N-China,531.25,8.029166824
1051,11.65,48.4,,,SRDB,N-China,675.666666666667,9.08333349966667
1052,12.88333333,48.98333333,,,SRDB,N-China,547,9.975000203
1053,11.76666667,48.93333333,,,SRDB,N-China,606.75,9.168750181
1054,28.95,41.19166667,,,SRDB,N-China,316,14.94166688
1055,20.25,63.81666667,,,SRDB,N-China,487,2.833333289
1056,128.1733333,35.20583333,,,SRDB,N-China,996.2,13.5000003
1057,-97.52055556,34.98166667,,,SRDB,N-China,1138.33333333333,17.7611112866667
1058,138.55,36.33,,,SRDB,N-China,609.5,10.84166668
1059,46.77,9.87,,,SRDB,N-China,256,24.46666718
1060,13.92,45.55,,,SRDB,N-China,1271.75,12.5000002
1061,-56.28,-16.57,,,SRDB,N-China,1220,26.67500051
1062,-148.8758,68.9047,,,SRDB,N-China,296,-9.766666646
1063,-149.4406,68.1753,,,SRDB,N-China,125,-11.62500023
1064,-149.7608,67.9911,,,SRDB,N-China,426,-9.283333639
1065,-150.2969,67.1833,,,SRDB,N-China,292,-7.316666702
1066,-147.4714,65.6439,,,SRDB,N-China,474,-6.125000079
1067,99.72,18.42,,,SRDB,N-China,959,26.2208337
1068,-79.28,36.2,,,SRDB,N-China,1032.83333333333,14.99722234
1069,-3.916805556,40.59425,,,SRDB,N-China,970,12.76666675
1070,-3.917138889,40.59436111,,,SRDB,N-China,450,12.76666675
1071,-4.134666667,40.56883333,,,SRDB,N-China,1010,12.00833374
1072,-4.134777778,40.51666667,,,SRDB,N-China,790,12.00833374
1073,-4.116694444,40.72255556,,,SRDB,N-China,1380,12.00833374
1074,-4.100527778,40.73569444,,,SRDB,N-China,1220,12.00833374
1075,129.0780556,36.85472222,,,SRDB,N-China,625,10.99166683
1076,-116.604219,32.03017,,,SRDB,N-China,367,17.02500025
1077,-71.05,-34.13,,,SRDB,N-China,904.875,14.10833361
1078,11.63916667,47.58055556,,,SRDB,N-China,803.8,7.83666683
1079,-105.5,53.83,,,SRDB,N-China,661.25,0.451041651
1080,127.4,37.5,,,SRDB,N-China,2396.66666666667,11.66666706
1081,129.2029444,37.32833333,,,SRDB,N-China,686,10.3083335
1082,15.68888889,48.72694444,,,SRDB,N-China,817.333333333333,9.508333532
1083,13.63916667,47.82194444,,,SRDB,N-China,502,7.650000125
1084,-90.79666667,45.62333333,,,SRDB,N-China,1018,4.183333461
1085,7.5,47.47,,,SRDB,N-China,910.5,9.10208348
1086,175.45,-41.42,,,SRDB,N-China,889.25,11.66666694
1087,175.77,-39.15,,,SRDB,N-China,1106.25,8.295833449
1088,-0.4,39.58,,,SRDB,N-China,270,17.32500021
1089,165.8183333,-21.71138889,,,SRDB,N-China,293.333333333333,22.81666692
1090,-83.15361,37.46611,,,SRDB,N-China,967.466666666667,13.86666697
1091,23.93,63.9,,,SRDB,N-China,431.466666666667,3.30000000833333
1092,12.15,58.38,,,SRDB,N-China,607,7.196666824
1093,-75.9,35.78,,,SRDB,N-China,893.4,17.65000021
1094,-121.3,39.24,,,SRDB,N-China,1480.66666666667,15.1861115166667
1095,-122.71,38.06,,,SRDB,N-China,1449.33333333333,14.13333367
1096,99.78,18.67,,,SRDB,N-China,320,24.95833349
1097,11.64583333,55.48694444,,,SRDB,N-China,752,9.191666901
1098,-4.3,56.13,,,SRDB,N-China,498,7.295833406
1099,-72.05,-13.3,,,SRDB,N-China,643.5,10.19166684
1100,-71.97,-13.3,,,SRDB,N-China,716.5,10.75833337
1101,135.83,34.78,,,SRDB,N-China,794,15.5583334
1102,39.523,-4.409,,,SRDB,N-China,971,26.88333368
1103,127.0878667,37.46444444,,,SRDB,N-China,996.75,11.66666706
1104,171.75,-43.03,,,SRDB,N-China,363,8.90833348
1105,114.04,-2.34,,,SRDB,N-China,372,26.1500005
1106,128.2147222,36.85944444,,,SRDB,N-China,731,11.35833355
1107,-80.55951944,42.66093611,,,SRDB,N-China,584,9.233333523
1108,-80.458775,42.77441944,,,SRDB,N-China,523,9.37500004
1109,-80.34831389,42.70681111,,,SRDB,N-China,540,9.37500004
1110,-80.3574,42.70977778,,,SRDB,N-China,542,9.37500004
1111,-51.45,-1.72,,,SRDB,N-China,1567.66666666667,27.70000013
1112,113.9,-2.32,,,SRDB,N-China,576,26.60833375
1113,114.02,-2.32,,,SRDB,N-China,699,26.24166695
1114,-52.38579167,-13.07649722,,,SRDB,N-China,1260,26.04166698
1115,-62.7301,-16.0158,,,SRDB,N-China,1239,24.08333381
1116,-73.43,-3.95,,,SRDB,N-China,1815,26.96666733
1117,-69.27,-12.83028889,,,SRDB,N-China,1154,25.21666686
1118,-71.537,-13.049,,,SRDB,N-China,1342,10.70833341
1119,-71.542,-13.047,,,SRDB,N-China,1047,10.60833351
1120,127.9,37.44,,,SRDB,N-China,582,11.80833347
1121,-71.29,44.05,,,SRDB,N-China,827,5.950000008
1122,-71.73,43.93,,,SRDB,N-China,801,7.883333325
1123,-72.06,44.03,,,SRDB,N-China,689,7.233333588
1124,136,35,,,SRDB,N-China,797,14.62500024
1125,-61.94611111,45.75166667,,,SRDB,N-China,389,5.558333397
1126,-61.84222222,45.65611111,,,SRDB,N-China,318,5.558333397
1127,99.50108333,13.58702778,,,SRDB,N-China,3687.5,28.56041702
1128,-86.43277778,35.87638889,,,SRDB,N-China,1022,14.50000028
1129,-86.18,39.77,,,SRDB,N-China,765,12.40833371
1130,-86.23,39.65,,,SRDB,N-China,1140,12.4750002
1131,-86.73,39.28,,,SRDB,N-China,790,13.25833357
1132,144.1,-37.5,,,SRDB,N-China,1008,13.41666683
1133,-88.87,47.1,,,SRDB,N-China,758.75,6.158333425
1134,31.08,-18.18,,,SRDB,N-China,3293,18.90833386
1135,144.0941944,-37.42236111,,,SRDB,N-China,1771,13.0333335
1136,31.496,-25.02,,,SRDB,N-China,506,20.80833379
1137,102.72,-2.04,,,SRDB,N-China,1652,28.87500032
1138,103.3,-1.99,,,SRDB,N-China,1588,28.50833368
1139,29.25,41.17,,,SRDB,N-China,653.5,14.46666697
1140,8.688,53.533,,,SRDB,N-China,1317,9.36666682333333
1141,-77.34769333,38.85758833,,,SRDB,N-China,1026,15.08333361
1142,-77.33225,38.88440333,,,SRDB,N-China,1018,15.08333361
1143,-77.31806167,38.90971667,,,SRDB,N-China,1231,15.08333361
1144,-77.29665833,38.932605,,,SRDB,N-China,1087,15.08333361
1145,-77.285225,38.9686325,,,SRDB,N-China,1335,15.08333361
1146,-77.25019667,38.97692833,,,SRDB,N-China,929,15.08333361
1147,-1.32,51.77,,,SRDB,N-China,619,10.1583336
1148,-94.17906944,36.09699444,,,SRDB,N-China,1917,15.4833335
1149,-123.6427778,42.27805556,,,SRDB,N-China,979,9.200000127
1150,-123.1822222,44.02611111,,,SRDB,N-China,1039,10.80000019
1151,-122.735,46.89638889,,,SRDB,N-China,802,9.51666671
1152,22.52777778,-25.9475,,,SRDB,N-China,132,20.65000049
1153,31.49688333,-25.01973333,,,SRDB,N-China,1223,20.56666708
1154,9.190555556,48.83888889,,,SRDB,N-China,260,9.912500272
1155,101.07,13.68,,,SRDB,N-China,1870,28.67083375
1156,-3.465277778,53.05527778,,,SRDB,N-China,467.605555555556,9.52268533027778
1157,-51.46,-1.717638889,,,SRDB,N-China,1309.37,27.66666698
1158,-3.667,42.588,,,SRDB,N-China,846,11.23333351
1159,11.26666667,42.35,,,SRDB,N-China,801,16.56666692
1160,37.65,-5.167,,,SRDB,N-China,570,23.23333359
1161,37.617,-5.217,,,SRDB,N-China,480,23.23333359
1162,107.366,11.583,,,SRDB,N-China,1226,26.12500032
1163,102.2936,-0.3455,,,SRDB,N-China,445,27.67500051
1164,110.863,4.958,,,SRDB,N-China,770,NaN
1165,112.764,59.924,,,SRDB,N-China,798,-6.133333206
1166,3.6,40,,,SRDB,N-China,549,17.8500003
1167,120.27,22.93,,,SRDB,N-China,1880,24.20000013
1168,120.58,24.28,,,SRDB,N-China,1580,21.05000043
1169,120.77,23.67,,,SRDB,N-China,893.333333333333,19.79999995
1170,-71.75,43.93,,,SRDB,N-China,3.32666666666667,7.18055561366667
1171,166.68,-77.84,,,SRDB,N-China,18.98,NaN
1172,-3.5,40,,,SRDB,N-China,173,14.40833346
1173,8.62,45.81,,,SRDB,N-China,1286.68,11.9500002
1174,-84.87,32.4,,,SRDB,N-China,1200,19.45833389
1175,-84.78,32.37,,,SRDB,N-China,1250,19.45833389
1176,-84.88,32.38,,,SRDB,N-China,1309.62,19.45833389
1177,-84.79,32.36,,,SRDB,N-China,1390,19.45833389
1178,-119.57,38.27,,,SRDB,N-China,1322.62666666667,6.300000201
1179,13.05,10.29,,,SRDB,N-China,1108.81,26.84166702
1180,-60.209,-2.609,,,SRDB,N-China,927,27.80000035
1181,-60.21,-2.606,,,SRDB,N-China,1306,27.80000035
1182,-60.221,-2.605,,,SRDB,N-China,2195,27.80000035
1183,-60.229,-2.603,,,SRDB,N-China,1552,27.80000035
1184,-60.031,-2.59,,,SRDB,N-China,1457,27.80000035
1185,126.72,36.04,,,SRDB,N-China,535,12.31666703
1186,14.442,40.845,,,SRDB,N-China,842,16.52500049
1187,-97.837,45.273,,,SRDB,N-China,228.166666666667,6.47777791633333
1188,24.28,61.87,,,SRDB,N-China,1797.5525,3.637500134
1189,1.65,41.73,,,SRDB,N-China,162.7225,14.57500017
1190,-76.485,42.477,,,SRDB,N-China,1090.62,8.483333647
1191,24.4,-30.4,,,SRDB,N-China,681.18,17.95000029
1192,140.966,-34,,,SRDB,N-China,486.5,17.5000004
1193,131.3,31.85,,,SRDB,N-China,1562.93,16.90833366
1194,-77.466,35.25,,,SRDB,N-China,1003,17.77500025
1195,-77.9,40.67,,,SRDB,N-China,379.7,10.1833333
1196,19.92,50.06,,,SRDB,N-China,1106.91,8.400000175
1197,-110.78,32.73,,,SRDB,N-China,1126.18,18.95833361
1198,-96.986,19.502,,,SRDB,N-China,180.666666666667,21.34166702
1199,-3.52,40.05,,,SRDB,N-China,142.345,14.86666683
1200,-80.169,33.2805,,,SRDB,N-China,3233.79,18.3375002
1201,10.583,43.266,,,SRDB,N-China,732,15.46666686
1202,2.5,41.83,,,SRDB,N-China,272.9853,15.19166696
1203,112.22,2.85,,,SRDB,N-China,1653.33333333333,26.49166711
1204,-76.5,39,,,SRDB,N-China,3191.5,14.90833344
1205,-6.9,52.86,,,SRDB,N-China,961.7,8.691666812
1206,24.283,61.866,,,SRDB,N-China,1753.92,3.58611126766667
1207,-104.83,48.55,,,SRDB,N-China,303.933333333333,3.491666843
1208,86.4,23.77,,,SRDB,N-China,3315.04746666667,25.92500083
1209,-90.73,35.14,,,SRDB,N-China,835.25,17.48750027
1210,11.288,46.382,,,SRDB,N-China,660.65,9.350000049
1211,-105.51,40.05,,,SRDB,N-China,395.346,1.475000069
1212,141.6,42.67,,,SRDB,N-China,633.333333333333,7.92777790033333
1213,-84.55,32.57,,,SRDB,N-China,1232.31,17.3416671
1214,101.92,14.5,,,SRDB,N-China,771.318,27.05000035
1215,111.38,-7.95,,,SRDB,N-China,319.866666666667,25.89166705
1216,47.02,71.52,,,SRDB,N-China,448.45,NaN
1217,9.81,36.26,,,SRDB,N-China,496.4,18.3833336
1218,9.78,36.22,,,SRDB,N-China,872.35,18.3833336
1219,-103.17,29.23,,,SRDB,N-China,249.48,20.35000046
