NO,Scale,Lon,Lat,Eco,flux,Observed temperature,T,LAI,SWC,SOC,MAT,TT
725,Monthly,120.5,50.83,Forest,226.0190854,-2.240915144,1,0.136666667,0.061404687,0.74,-3.96684812,1M
726,Monthly,105.47,31.27,Grassland,630.2812435,12.18999362,4,0.615,0.083229668,0.75,17.37525667,5M
727,Monthly,119.4,30.23,Forest,249.9879028,12.15431181,4,3.045,0.075309337,1.12,16.19473038,5M
728,Monthly,122.28,53.39,Forest,394.8107114,8.319993711,3,2.75,0.101975415,0.74,-4.614216527,1M
729,Monthly,112.67,37.53,Cropland,229.9886376,10.86999365,4,0.3375,0.068917349,0.65,11.32683575,4M
730,Monthly,105.18,31.25,Forest,279.2349844,12.07999363,4,0.5625,0.07440567,0.75,17.40420403,5M
731,Monthly,111.9,41.79,Grassland,230.84352,3.269993823,2,0.16,0.091883808,1.2,4.711572739,2M
732,Monthly,117.29,31.15,Forest,230.8517647,11.15999365,4,0.5875,0.140895411,1.12,17.0863093,5M
733,Monthly,118.7,32.18,Forest,231.3184364,4.094993805,2,0.588333333,0.07227972,0.98,16.39104616,5M
734,Monthly,105.18,31.25,Forest,295.2210155,6.239993757,3,0.605,0.073771834,0.75,17.40420403,5M
735,Monthly,113.83,34.56,Cropland,261.4416898,11.19399365,4,0.265,0.048828316,0.6,15.34630934,5M
736,Monthly,112.46,30.53,Cropland,389.928634,24.00999336,6,0.60625,0.362342492,1.12,17.30736193,5M
737,Monthly,119.7,30.23,Forest,271.3574548,6.856016471,3,1.85,0.055742129,3.07,17.10262509,5M
738,Monthly,114.33,29.83,Forest,233.00286,5.65999377,3,0.4475,0.157126641,1.24,17.89104613,5M
739,Monthly,113.15,23.08,Cropland,266.9500102,22.1699934,6,0.28,0.072477333,1.12,22.96683549,6M
740,Monthly,109,36,Cropland,270.4574034,12.15999362,4,0.676666667,0.065584674,0.41,9.945256832,3M
741,Monthly,118.3,37.25,Forest,233.946284,9.589993682,3,0.175,0.054490704,0.6,14.3242041,5M
742,Monthly,115.07,26.75,Forest,234.6422204,8.739993701,3,1.725,0.120043494,1.12,19.39157241,5M
743,Monthly,103.1,32.75,Forest,493.3141014,-6.570005957,1,0.31375,0.051031187,3.02,-1.251585023,1M
744,Monthly,119.42,25.58,Forest,706.5567259,14.94499356,5,0.48875,NaN,0.98,21.13525658,6M
745,Monthly,111.9,41.8,Grassland,434.9577606,19.67666012,5,0.444444444,0.097418031,1.2,4.711572739,2M
746,Monthly,119.7,30.23,Forest,401.4439784,6.994463437,3,1.687222222,0.053302284,3.07,17.10262509,5M
747,Monthly,106.4,29.8,Cropland,237.5032609,9.829993677,3,1.16,0.052279435,1.2,18.77157242,5M
748,Monthly,116.25,39.53,Forest,261.5070446,2.179993848,2,0.0675,0.038007955,0.6,13.62578307,5M
749,Monthly,121.51,50.53,Forest,277.9152606,7.529993728,3,1.2025,0.180176169,1.95,-4.013163909,1M
750,Monthly,113.3,28.4,Forest,265.6323867,8.069993716,3,1.193333333,0.171172453,1.24,17.93630929,5M
751,Monthly,127.53,45.38,Forest,247.3724458,3.87199381,2,0.634,0.114995366,0.74,2.748941203,2M
752,Monthly,109.88,27.05,Forest,280.7793254,3.149993826,2,3.6675,0.075124355,1.16,13.93104622,5M
753,Monthly,105.63,34.62,Cropland,354.6431338,2.479993841,2,0.2625,0.073892578,0.65,9.213151585,3M
754,Monthly,125.55,44.2,Cropland,265.815809,8.584993705,3,0.34375,0.110455777,1.95,6.371572701,3M
755,Monthly,103.5,29.67,Forest,257.4276112,11.18999365,4,1.5925,0.065641992,1.16,18.52999348,5M
756,Monthly,119.43,30.33,Forest,819.5854652,9.286660355,3,1.4,0.053837773,3.07,13.2299936,5M
757,Monthly,112.46,30.53,Cropland,283.8096505,17.16499352,5,0.395,0.331670106,1.12,17.30736193,5M
758,Monthly,127.57,45.33,Forest,241.3718454,-1.920006061,1,0.31,0.074267969,0.74,2.748941203,2M
759,Monthly,128.65,48.13,Forest,401.4580317,3.744993813,2,0.67875,0.066757049,0.83,1.508414915,2M
761,Monthly,108.9,18.8,Forest,260.9400928,15.49999355,5,7.095,0.530593068,1.24,19.26894083,5M
762,Monthly,118.3,37.25,Forest,242.3096312,15.12999356,5,0.34,0.068202227,0.6,14.3242041,5M
763,Monthly,108.9,18.8,Forest,285.4509709,20.06499345,6,7.51625,0.601272851,1.24,19.26894083,5M
764,Monthly,116.6,32.2,Cropland,448.3523092,22.5149934,6,1.61625,0.356652007,1.12,16.40315142,5M
765,Monthly,110.3,31.47,Forest,260.6892219,-4.860005995,1,1.4525,0.06481576,0.74,2.449993842,2M
766,Monthly,107.27,37.74,Grassland,282.9149433,0.718630244,2,0.05,0.073876768,0.4,8.408414761,3M
767,Monthly,127.57,45.33,Forest,287.8030309,5.839993766,3,0.486666667,0.083742395,0.74,2.748941203,2M
768,Monthly,115.65,41.75,Grassland,1184.669985,17.04999352,5,1.386666667,0.193687111,2.94,2.932099094,2M
769,Monthly,107.38,34.2,Cropland,299.1290154,14.65317539,5,3.1575,0.056428755,0.7,4.512099059,2M
770,Monthly,113.29,28.22,Cropland,280.3199999,11.02999365,4,0.5875,0.090309119,1.12,18.19157244,5M
771,Monthly,114.33,29.83,Forest,245.4287012,6.99999374,3,0.343333333,0.127051645,1.24,17.89104613,5M
772,Monthly,106.25,29.56,Cropland,246.2418481,15.77999354,5,1.335,0.352939668,1.12,17.15683562,5M
773,Monthly,107.38,34.2,Cropland,268.5865941,14.82090266,5,3.309166667,0.123813336,0.7,4.512099059,2M
774,Monthly,126.7,45.6,Cropland,573.5019919,21.22124342,6,0.55,0.125090728,1.95,5.116835887,3M
775,Monthly,116.2,43.92,Grassland,247.2312901,20.39999344,6,0.42,0.124313423,1.28,3.29788856,2M
776,Monthly,108.06,34.26,Cropland,247.5315589,9.589993682,3,0.4775,0.082940772,1.12,14.3142041,5M
777,Monthly,116.6,32.2,Cropland,248.097853,16.34999353,5,2.05,0.172640935,1.12,16.40315142,5M
778,Monthly,101.05,33.5,Grassland,248.756,8.609993704,3,2.443333333,0.160062358,1.41,-1.838953431,1M
779,Monthly,114.33,29.83,Cropland,249.7905239,6.55999375,3,0.5025,0.208151441,1.24,17.89104613,5M
780,Monthly,129.98,46.38,Cropland,294.9583981,14.65499357,5,1.7375,0.10532469,1.26,4.22894117,2M
781,Monthly,119.21,30.1,Forest,283.5339007,10.293327,4,2.245,0.071650031,1.8,14.157362,5M
782,Monthly,113.11,28.19,Cropland,251.8319008,18.76999348,5,0.33,0.194851715,1.12,18.24209875,5M
783,Monthly,104.58,27.58,Forest,251.9585119,1.849993855,2,1.1075,0.063224532,1.16,12.36051994,4M
784,Monthly,115.53,38.65,Cropland,304.1575229,16.81999352,5,0.29,0.052025963,0.41,13.36841465,5M
785,Monthly,111.78,33.33,Forest,253.343573,10.56999366,4,0.4175,0.05114853,0.98,14.57473041,5M
786,Monthly,117.43,26.19,Forest,695.6522068,16.14499354,5,4.71125,0.129782251,1.24,20.35999344,6M
787,Monthly,119.39,30.19,Forest,748.2246054,18.17953894,5,3.82,0.106862946,1.12,16.5826251,5M
788,Monthly,111.13,31.9,Forest,333.7190532,-0.983339415,1,1.7925,0.05988529,1.45,11.9257831,4M
789,Monthly,119.38,50.17,Grassland,254.4629748,13.3599936,5,0.1975,0.088445298,1.65,-0.511058724,1M
790,Monthly,116.7,43.6,Grassland,641.2822968,18.52332682,5,0.897777778,0.170796341,0.5,1.928941222,2M
791,Monthly,125.33,44.12,Cropland,683.039722,16.71874352,5,0.17125,0.14358834,1.95,6.537888487,3M
792,Monthly,111.93,31.97,Forest,319.069895,10.66332699,4,1.068333333,0.137322316,1.45,16.38630932,5M
793,Monthly,116.4,25.7,Forest,838.2127519,16.44999353,5,2.44625,0.093403086,1.12,19.07051979,5M
794,Monthly,113.87,29.72,Forest,310.7673786,3.949993808,2,0.525,0.222130067,0.83,18.00420402,5M
795,Monthly,102.7,31.46,Forest,370.6709904,-4.045006013,1,1.46,0.069130201,3.02,-2.417374471,1M
796,Monthly,117.25,31.87,Cropland,409.0739723,10.84999365,4,0.24375,0.051086584,1.06,16.76367773,5M
797,Monthly,116.4,25.7,Forest,541.9559362,10.54999366,4,1.65125,0.070572068,1.12,19.07051979,5M
798,Monthly,120.75,33.03,Forest,397.5050513,1.519993863,2,0.1475,0.431086524,0.46,15.35736197,5M
799,Monthly,114.34,30.03,Cropland,258.3243036,22.65999339,6,0.985,NaN,0.83,17.97104613,5M
800,Monthly,119.4,30.28,Forest,419.1492649,8.559993705,3,1.233333333,0.056926686,3.07,16.19473038,5M
801,Monthly,105.45,31.27,Cropland,681.0126133,23.32999338,6,0.925,0.195787519,0.75,17.37525667,5M
802,Monthly,117.25,31.87,Cropland,337.4894722,6.454993752,3,0.178333334,0.047935739,1.06,16.76367773,5M
803,Monthly,119.3,26.1,Cropland,260.2940825,19.88999345,5,2.946666667,0.392429948,1.12,21.28578289,6M
804,Monthly,122.24,46.6,Cropland,339.6583819,20.89999343,6,0.965,0.146651329,2.09,5.044730626,3M
805,Monthly,115.53,38.65,Cropland,303.5118668,20.29999344,6,0.605,0.056625232,0.41,13.36841465,5M
806,Monthly,119.42,25.58,Forest,672.2652615,12.78499362,4,0.46,NaN,0.98,21.13525658,6M
807,Monthly,106.25,29.56,Cropland,261.9814179,11.64999364,4,1.28,0.203212838,1.12,17.15683562,5M
808,Monthly,119.43,30.33,Forest,618.6641261,8.536660372,3,1.560833333,0.054390075,3.07,13.2299936,5M
809,Monthly,115.65,41.75,Grassland,774.9069137,15.09999356,5,0.4225,0.154581681,2.94,2.932099094,2M
810,Monthly,113.3,28.4,Forest,323.8132009,18.61999348,5,1.426666667,0.161388045,1.24,17.93630929,5M
811,Monthly,107.85,35.65,Cropland,415.5691355,10.65749366,4,0.5375,0.069178725,0.65,11.05946733,4M
812,Monthly,114.33,29.83,Cropland,265.40172,15.21999356,5,0.42,0.233883176,1.24,17.89104613,5M
813,Monthly,119.65,30.23,Forest,476.3473826,18.46999348,5,2.76,0.059137873,1.12,17.10262509,5M
814,Monthly,103.8,30.68,Cropland,266.0491636,11.29999364,4,1.2725,0.087000698,1.12,16.70104615,5M
815,Monthly,119.97,30.08,Forest,266.1316179,1.589993861,2,2.323333333,0.068881593,1.12,18.08420402,5M
816,Monthly,107.67,35.2,Cropland,957.1013691,15.39399355,5,1.222,0.103311377,0.65,10.42894103,4M
817,Monthly,106.88,21.88,Forest,298.772954,12.03362999,4,2.0475,NaN,1,20.12578292,6M
818,Monthly,129.98,46.38,Cropland,321.3562996,20.86999343,6,1.48875,0.290014699,1.26,4.22894117,2M
819,Monthly,121.53,31.65,Cropland,267.128337,4.629993793,2,0.3125,0.431605076,0.41,17.02736194,5M
820,Monthly,108.07,34.3,Cropland,567.2007249,16.63999352,5,0.476666667,0.053635077,1.12,14.3142041,5M
821,Monthly,119.58,30.32,Forest,318.706904,11.27999364,4,2.6575,0.12691151,3.07,13.89999359,5M
822,Monthly,107.66,35.23,Cropland,909.7890574,11.82999363,4,0.6075,0.082151122,0.65,11.12525681,4M
823,Monthly,116.25,39.53,Forest,296.0660523,7.706660391,3,0.0975,0.041244365,0.6,13.62578307,5M
824,Monthly,103.78,28.67,Forest,268.9973018,4.639993793,2,2.8375,0.057662586,1.16,13.38315149,5M
825,Monthly,105.18,31.25,Forest,358.7979299,13.64999359,5,0.645,0.073774934,0.75,17.40420403,5M
826,Monthly,108.09,34.8,Cropland,269.4798982,21.33999342,6,2.243333333,0.115349002,0.65,10.37051998,4M
827,Monthly,112.13,36.62,Forest,519.6695998,15.39817537,5,3.975454545,0.053011846,0.51,7.211572683,3M
828,Monthly,127.5,45.4,Forest,271.3035438,7.379993732,3,0.436666667,0.078494251,0.74,3.803678022,2M
829,Monthly,111.13,31.9,Forest,458.3364197,17.26999351,5,4.4025,0.106911122,1.45,11.9257831,4M
830,Monthly,107.27,37.74,Grassland,514.0096791,20.87681161,6,0.1025,0.078883227,0.4,8.408414761,3M
831,Monthly,113.3,28.4,Forest,398.7338973,22.51999339,6,1.585,0.256565399,1.24,17.93630929,5M
832,Monthly,114.34,30.03,Cropland,273.3816819,23.71999337,6,1.275,NaN,0.83,17.97104613,5M
833,Monthly,117.36,26.19,Forest,406.6902743,9.333327021,3,4.354166667,0.056275861,1.24,19.3178882,5M
834,Monthly,120.3,45.1,Grassland,437.0671107,12.16999362,4,1.084166667,0.161843503,1.37,3.199467509,2M
835,Monthly,119.42,25.58,Forest,659.6569763,14.43749358,5,0.45125,NaN,0.98,21.13525658,6M
836,Monthly,103,30.07,Forest,411.802323,0.574993884,2,2.07375,0.069319722,1.45,10.11157262,4M
837,Monthly,122.24,46.6,Cropland,387.8104958,21.08453888,6,3.266666667,0.162931111,2.09,5.044730626,3M
838,Monthly,116,41.9,Grassland,276.7123166,1.809993856,2,0.21,0.088162646,1.28,2.743678046,2M
839,Monthly,111.59,40.85,Forest,276.8827706,20.94681161,6,3.266666667,0.079189189,1.12,7.379467416,3M
840,Monthly,126.82,45.83,Cropland,291.7137936,15.84999354,5,0.2675,0.255254865,1.95,5.23367799,3M
841,Monthly,119.66,30.46,Forest,421.7707895,0.109993894,2,1.665,0.063977429,1.8,11.89946731,4M
842,Monthly,119.66,30.46,Forest,824.0756675,7.563327061,3,2.141666667,0.0597586,1.8,11.89946731,4M
843,Monthly,111.89,41.79,Grassland,753.9676053,19.60999346,5,0.535,0.110768262,1.2,4.711572739,2M
844,Monthly,117.43,26.19,Forest,651.2468225,14.56499357,5,4.6975,0.08993372,1.24,20.35999344,6M
845,Monthly,108.12,34.2,Cropland,343.5360597,11.48999364,4,0.375,0.0660256,1.15,14.1705199,5M
846,Monthly,115.65,41.75,Grassland,832.8984058,18.26999349,5,1.2775,0.213795304,2.94,2.932099094,2M
847,Monthly,114.33,29.83,Cropland,281.0137919,12.95999361,4,0.61,0.145469892,1.24,17.89104613,5M
848,Monthly,107,37.52,Grassland,282.3471075,15.41999355,5,0.145,0.110575229,0.46,8.518414759,3M
849,Monthly,115.07,26.75,Forest,283.2873834,14.46999357,5,1.9725,0.200342625,1.12,19.39157241,5M
850,Monthly,116.2,43.92,Grassland,283.39184,21.73999341,6,0.3125,0.139323134,1.28,3.29788856,2M
851,Monthly,118.7,32.18,Forest,490.6667066,10.99666032,4,0.66,0.110740491,0.98,16.39104616,5M
852,Monthly,111.5,33.45,Forest,427.5552928,14.91999357,5,2.638333334,0.067127262,1.06,13.86578306,5M
853,Monthly,116.4,25.7,Forest,867.0514147,20.32999345,6,2.218333333,0.072439037,1.12,19.07051979,5M
854,Monthly,117.6,26.32,Forest,285.8330649,11.52999364,4,4.055,0.061883096,1.24,18.52788822,5M
855,Monthly,115.83,28.76,Cropland,311.303682,22.66999339,6,2.645,0.600000024,1.24,18.94525663,5M
856,Monthly,108,34.4,Cropland,286.394184,13.68999359,5,1.23,0.246754989,1.15,13.62473043,5M
857,Monthly,116.3,44.1,Grassland,286.6909091,-8.260005919,1,0.0675,0.073010668,1.28,3.135256984,2M
858,Monthly,100.2,34.45,Grassland,308.0971636,1.689993859,2,0.2,0.07426967,3.02,-2.634216571,1M
859,Monthly,111.5,33.45,Forest,590.4817364,19.56499346,5,3.59625,0.069394328,1.06,13.86578306,5M
860,Monthly,103.8,30.68,Cropland,287.5010498,7.00999374,3,2.32,0.105664091,1.12,16.70104615,5M
861,Monthly,106.25,29.56,Cropland,628.8949336,17.5299935,5,1.35,0.242960475,1.12,17.15683562,5M
862,Monthly,112.47,35.02,Forest,589.1618209,16.64570781,5,0.752380952,0.079945364,0.36,14.7078883,5M
863,Monthly,128,42.28,Forest,379.4357909,2.869993833,2,1.3575,0.096227035,0.82,2.400520159,2M
864,Monthly,117.36,26.19,Forest,606.859484,16.80666019,5,4.576666667,0.073002747,1.24,19.3178882,5M
865,Monthly,113.87,29.72,Forest,317.1970486,10.42999366,4,0.6625,0.331767989,0.83,18.00420402,5M
866,Monthly,127.57,45.33,Forest,593.018195,12.46749362,4,2.6303125,0.283132028,0.74,2.748941203,2M
867,Monthly,116.25,39.53,Forest,340.0404161,-0.793339419,1,0.091111111,0.031009894,0.6,13.62578307,5M
868,Monthly,109.18,36.65,Grassland,384.5275556,16.44999353,5,0.4375,0.053179595,0.65,9.000520011,3M
869,Monthly,114.03,31.49,Forest,294.0518817,6.179993758,3,0.1675,0.070952848,1.12,16.77630931,5M
870,Monthly,103.1,32.75,Forest,572.9804562,-1.100006079,1,0.286666667,0.056322184,3.02,-1.251585023,1M
871,Monthly,119.66,30.46,Forest,450.6726505,1.899993854,2,1.752222222,0.048775618,1.8,11.89946731,4M
872,Monthly,108.09,34.8,Forest,326.7577555,19.70999346,5,3.2075,0.091029689,0.65,10.37051998,4M
873,Monthly,103.5,29.67,Forest,297.8462301,9.864993676,3,1.813333333,0.055390127,1.16,18.52999348,5M
874,Monthly,119.5,30.2,Forest,369.8312728,16.94999352,5,3.0525,0.037300825,3.07,14.72367778,5M
875,Monthly,105.47,31.27,Grassland,1060.991928,15.83999354,5,0.7375,0.110243194,0.75,17.37525667,5M
876,Monthly,103.26,29.54,Forest,318.7824129,9.439993686,3,2.24625,0.071263556,0.74,13.58525675,5M
877,Monthly,119.58,30.32,Forest,320.856316,15.49999355,5,4.773333333,0.120925103,3.07,13.89999359,5M
878,Monthly,109.88,27.05,Forest,383.1966481,10.37999366,4,3.3725,0.076709222,1.16,13.93104622,5M
879,Monthly,119.4,30.23,Forest,367.0336473,17.51999351,5,3.47625,0.072316435,1.12,16.19473038,5M
880,Monthly,102.6,29.24,Forest,367.8440403,0.254993891,2,0.91,0.068722982,0.74,7.444204256,3M
881,Monthly,113.3,28.4,Forest,428.25231,18.04999349,5,1.82,0.238560166,1.24,17.93630929,5M
882,Monthly,107.38,34.2,Cropland,305.4803446,16.42953898,5,4.26125,0.083142162,0.7,4.512099059,2M
883,Monthly,116.4,25.7,Forest,1018.646039,23.83999337,6,2.9375,0.083567955,1.12,19.07051979,5M
884,Monthly,119.66,25.96,Forest,673.3387967,11.70999363,4,0.5675,NaN,0.4,20.5889408,6M
885,Monthly,109.23,23.08,Forest,600.545019,11.71135727,4,3.245,0.097030995,0.98,21.04683553,6M
886,Monthly,108.07,34.26,Cropland,378.1559725,24.02999336,6,1.59,0.086457953,1.12,14.3142041,5M
887,Monthly,116.56,31.07,Forest,301.732916,-0.330006096,1,0.573333333,0.064987212,0.74,11.24209891,4M
888,Monthly,106.2,29.8,Forest,1891.39623,7.129993737,3,1.97,0.091647872,1.12,17.3231514,5M
889,Monthly,103.26,29.54,Forest,400.4408483,9.794993676,3,2.56875,0.071497128,0.74,13.58525675,5M
890,Monthly,116.72,40.11,Forest,333.5853506,8.759993701,3,0.1025,0.043570813,0.6,12.6463094,4M
891,Monthly,126.7,45.6,Cropland,446.1990123,15.54249355,5,0.8590625,0.101883674,1.95,5.116835887,3M
892,Monthly,119.5,30.2,Forest,350.0376546,14.85999357,5,3.368333333,0.044681987,3.07,14.72367778,5M
893,Monthly,115.83,28.76,Cropland,339.458979,6.54999375,3,0.9425,0.449627519,1.24,18.94525663,5M
894,Monthly,119.7,30.23,Forest,439.5329176,11.87355424,4,2.266666667,0.063374181,3.07,17.10262509,5M
895,Monthly,125.42,42.95,Cropland,305.4545455,14.36999358,5,0.785,0.165390432,1.95,5.67999377,3M
896,Monthly,126.63,47.87,Cropland,808.6693054,20.83999343,6,6.633333333,0.063811114,1.95,2.362099107,2M
897,Monthly,126.8,45.82,Cropland,309.5620843,18.15999349,5,0.2775,0.176441118,1.95,5.410520091,3M
898,Monthly,120.08,30.23,Cropland,426.7723944,10.33999367,4,3.4675,0.07970812,0.53,17.92578297,5M
899,Monthly,115.41,38.81,Cropland,404.1601001,20.50999344,6,1.3025,0.054384325,0.63,13.51578307,5M
900,Monthly,116.72,40.11,Forest,322.5272727,-4.630006,1,0.0625,0.040399719,0.6,12.6463094,4M
901,Monthly,109.75,26.83,Forest,394.2,12.89999361,4,1.955,0.069826536,1.8,17.33946719,5M
902,Monthly,118.15,27.05,Forest,794.7280028,23.81999337,6,4.215,0.102301894,1.24,18.03262507,5M
903,Monthly,127.73,43.91,Forest,454.4496541,4.969993785,2,0.8175,0.092359831,0.74,3.036309618,2M
904,Monthly,119.5,30.2,Forest,418.7837455,21.32999342,6,3.97875,0.03676165,3.07,14.72367778,5M
905,Monthly,114.33,29.83,Forest,313.2830042,6.55999375,3,0.5025,0.208151441,1.24,17.89104613,5M
906,Monthly,107.67,35.2,Cropland,313.4701359,7.549993728,3,0.17,0.064272021,0.65,10.42894103,4M
907,Monthly,111.13,31.9,Forest,437.7064073,14.14499358,5,3.838333333,0.064412575,1.45,11.9257831,4M
908,Monthly,111.94,33.55,Forest,387.8005803,5.439993775,3,0.85875,0.054651899,0.7,10.63946734,4M
909,Monthly,85.82,44.28,Cropland,353.3509146,11.41999364,4,0.24,0.063226085,1.15,8.81367791,3M
910,Monthly,108.07,34.28,Cropland,778.1779177,16.00828899,5,2.154166667,0.111147124,1.12,14.3142041,5M
911,Monthly,120.15,30.23,Cropland,468.4166667,6.239993757,3,2.02,0.398116231,0,17.94736192,5M
912,Monthly,111.78,33.33,Forest,316.6794662,15.54999355,5,1.2075,0.059035292,0.98,14.57473041,5M
913,Monthly,108.07,34.3,Cropland,585.8391842,19.58999346,5,0.485,0.06371275,1.12,14.3142041,5M
914,Monthly,129.98,46.38,Cropland,378.58968,22.07999341,6,4.845,0.129344128,1.26,4.22894117,2M
915,Monthly,124.15,50.42,Forest,317.1362736,11.09908456,4,0.5175,0.081449416,0.74,-0.565269249,1M
916,Monthly,105.63,34.62,Forest,317.9612154,2.479993841,2,0.2625,0.073892578,0.65,9.213151585,3M
917,Monthly,116.47,44.17,Grassland,750.951,12.74499361,4,0.333125,0.126887841,0.4,2.657362258,2M
918,Monthly,114.03,31.49,Forest,319.621775,4.049993806,2,0.1675,0.094132252,1.12,16.77630931,5M
919,Monthly,117.98,26.8,Forest,398.5780168,9.69999368,3,4,0.093599018,1.12,19.5847303,5M
920,Monthly,108.9,18.8,Forest,373.6132036,14.52999358,5,6.7125,0.596239955,1.24,19.26894083,5M
921,Monthly,127.57,45.33,Cropland,323.9407784,3.759993812,2,0.9375,0.092638277,0.74,2.748941203,2M
922,Monthly,108.09,34.8,Cropland,320.9982545,16.94999352,5,1.4675,0.104799554,0.65,10.37051998,4M
923,Monthly,116.4,25.7,Forest,653.149097,11.81499363,4,1.94,0.078605238,1.12,19.07051979,5M
924,Monthly,114.6,27.67,Forest,372.1871151,6.129993759,3,2.366666667,0.115642594,1.24,16.00683564,5M
925,Monthly,114.34,30.03,Forest,323.3140799,22.65999339,6,0.985,NaN,0.83,17.97104613,5M
926,Monthly,105.18,31.25,Forest,424.1390852,7.579993727,3,0.68,0.067317443,0.75,17.40420403,5M
927,Monthly,108.5,36,Cropland,323.8519637,10.24772094,4,0.876666667,0.058023007,0.65,8.091572663,3M
928,Monthly,103.5,29.67,Forest,334.6460931,11.01499365,4,1.69375,0.058552502,1.16,18.52999348,5M
929,Monthly,119.21,30.1,Forest,344.3479629,15.91332688,5,2.798333333,0.116685689,1.8,14.157362,5M
930,Monthly,117.36,26.19,Forest,432.2528513,10.71332699,4,4.476666667,0.060429721,1.24,19.3178882,5M
931,Monthly,114.34,30.03,Forest,326.7424254,23.71999337,6,1.275,NaN,0.83,17.97104613,5M
932,Monthly,109.18,36.65,Grassland,393.7958094,19.59999346,5,0.825,0.051484198,0.65,9.000520011,3M
933,Monthly,105.18,31.25,Forest,423.4578359,13.1999936,5,0.6375,0.085670315,0.75,17.40420403,5M
934,Monthly,105.62,32.61,Forest,327.6058868,7.759993723,3,0.9075,0.052038792,0.4,12.91841466,4M
935,Monthly,119.21,30.1,Forest,355.9315896,15.01666023,5,3.162222222,0.068853296,1.8,14.157362,5M
936,Monthly,117.29,31.15,Forest,329.7882353,22.3599934,6,1.0025,0.448899478,1.12,17.0863093,5M
937,Monthly,105.18,31.25,Forest,493.1154645,17.7799935,5,0.59,0.093616047,0.75,17.40420403,5M
938,Monthly,110.3,31.47,Forest,540.2016516,3.499993818,2,2.4,0.070500524,0.74,2.449993842,2M
939,Monthly,104.58,27.58,Forest,331.0046312,3.589993816,2,1.52,0.064876378,1.16,12.36051994,4M
940,Monthly,116.72,40.11,Forest,560.2759481,15.60999355,5,0.261666667,0.038780889,0.6,12.6463094,4M
941,Monthly,128.86,47.18,Forest,509.2946226,3.129993827,2,1.57375,0.093078137,0.74,1.563678072,2M
942,Monthly,111.9,41.79,Grassland,452.22624,11.93749363,4,0.3875,0.102506704,1.2,4.711572739,2M
943,Monthly,109.14,36.92,Cropland,457.0978341,20.73999343,6,1,0.054745615,0.65,8.256835817,3M
944,Monthly,109.62,34.45,Grassland,395.995763,17.11999351,5,0.455,0.063924953,1.12,16.27420406,5M
945,Monthly,112.03,36.73,Forest,409.5372183,12.99999361,4,4.69375,0.075343471,0.74,4.767362211,2M
946,Monthly,109.14,36.92,Cropland,482.5446981,18.47999348,5,0.983333333,0.07526017,0.65,8.256835817,3M
947,Monthly,118.17,26.67,Forest,373.0514502,10.03999367,4,3.13,0.065643392,1.24,19.48999346,5M
949,Monthly,129.08,46.88,Forest,689.9641693,16.53499353,5,6.405,0.121696927,0.74,0.10052021,2M
950,Monthly,106.88,21.88,Forest,346.283034,13.32317542,5,2.423333333,NaN,1,20.12578292,6M
951,Monthly,107.67,35.2,Cropland,774.7165336,20.03799345,6,1.612666667,0.084205084,0.65,10.42894103,4M
952,Monthly,119.42,30.14,Forest,339.0545454,2.445448387,2,2.28,0.065596171,3.07,14.72367778,5M
953,Monthly,119.38,50.17,Grassland,339.2839665,2.749993835,2,0.18,0.118282899,1.65,-0.511058724,1M
954,Monthly,121.78,29.8,Forest,506.7641948,6.12199376,3,3.0125,0.041347534,3.07,16.39630932,5M
955,Monthly,106.4,29.8,Cropland,340.5032744,9.819993677,3,1.81,0.039895799,1.2,18.77157242,5M
956,Monthly,108,34.28,Cropland,340.6217695,18.31999349,5,1.085,0.105563389,1.12,14.35051989,5M
957,Monthly,121.51,50.53,Forest,340.6228445,9.22999369,3,0.625,0.062925393,1.95,-4.013163909,1M
958,Monthly,117.98,26.8,Forest,397.6760241,7.579993727,3,3.9625,0.096673326,1.12,19.5847303,5M
959,Monthly,113.87,29.72,Forest,422.2149903,6.369993754,3,0.56,0.252595327,0.83,18.00420402,5M
960,Monthly,109.32,36.86,Forest,494.027752,22.52999339,6,0.7125,0.061432799,0.65,9.275256847,3M
961,Monthly,117.6,26.32,Forest,659.2455362,22.06499341,6,4.6825,0.07512828,1.24,18.52788822,5M
962,Monthly,111.93,31.97,Forest,469.3307357,18.00332683,5,1.535,0.163275902,1.45,16.38630932,5M
963,Monthly,117.73,26.51,Forest,345.9950796,9.398175505,3,4.34,0.078809903,1,19.65104609,5M
964,Monthly,121.51,50.53,Forest,378.1260372,14.12999359,5,3.383333333,0.435890243,1.95,-4.013163909,1M
966,Monthly,111.13,31.9,Forest,681.9737646,21.18499343,6,5.15625,0.100841736,1.45,11.9257831,4M
967,Monthly,119.66,30.46,Forest,461.4032791,2.35666051,2,2.011666667,0.069642052,1.8,11.89946731,4M
968,Monthly,117,36.75,Forest,410.8501355,23.07332672,6,0.6825,0.026621461,0.6,15.43788829,5M
969,Monthly,109.8,26.8,Forest,348.15744,18.65999348,5,2.7775,0.082482532,1.8,16.50104616,5M
970,Monthly,120.75,33.03,Forest,453.0974902,2.019993851,2,0.24,0.512432686,0.46,15.35736197,5M
971,Monthly,108.76,18.38,Forest,767.3764626,18.38399348,5,0,NaN,NA,24.92894071,6M
